0,1,2,3,4,5,6,7
-3.257177941530172,7.331685722887212,2.696179920445102,-8.633732181930563,-6.697693932119718,-0.8534454837147676,-7.325875003805574,-1.2146658645208608
8.618577829039289,-1.8853211066872562,-5.198748008577049,-0.863997540078462,-0.9691515852554651,-2.7931597294290187,-2.5738511103175497,3.587472214141684
7.894636472096091,-1.9031506319287999,-4.7715899676773255,-2.3877806509680717,0.14751723775125763,-2.678180107365447,-1.7660697764131805,4.572208359802086
8.425739061387064,-1.5723799787035553,-6.038021823475631,-2.2162938856254333,-0.9768791292328638,-3.170428144433573,-1.7540124367236276,3.55345585842817
7.268646301825105,-1.7025973088697595,-5.149348957784415,-1.963072323790689,-0.7648426086187293,-3.9085903561901483,-1.9320775088738689,3.942626555793771
2.696526181002501,-3.646630898804894,7.897250152565492,-2.3868892237739394,-8.924656484915626,3.101787785560524,8.193466670153256,7.322379914831126
2.229820758216115,-3.833440524991153,7.316814052075431,-3.2665121398055197,-8.831216179146649,2.3311919508680448,6.959849587076649,8.141483109287153
-2.414577275955779,6.4688069075690535,1.3569886881512276,-6.504178745844166,-6.15465292069932,-2.8822770507433604,-7.8527567747716045,-1.5107501392453875
6.600006971378762,-1.8759584082819605,-6.388313412692584,-1.6422535258927007,-0.8948296865588623,-3.876041204859626,-2.9813271327843993,3.98786708826296
7.471281805204399,-0.7451442344021297,-5.249400893144561,-1.4635858561394066,-0.9546620543775755,-3.995054584333236,-1.9113262454208808,3.4894394106107423
-3.056120649967812,7.325487051588893,1.7287174094478397,-9.74836889855558,-5.159926098350387,-1.599383792939041,-8.672005879572106,-1.9661137632769794
2.3497367579220225,-2.8603974513785597,7.402227282052844,-3.470861399737182,-9.913933820557506,3.121480391189443,8.480118706525236,6.5802172185617565
8.683594227912272,-3.244890066919906,-4.426001110261392,-1.7329159641114118,-0.7921216179827376,-3.2992437384359694,-3.64156514228153,3.3177298891180156
-3.7440863125199075,6.595788100697617,2.3428596726002713,-7.778550744110775,-6.589272159584398,-2.525766404301893,-7.263474294523976,-2.6233086728184056
-3.013200948306197,7.29511684145279,0.9025944559942933,-7.8183456228301225,-5.566504621129256,-1.9870113460491532,-6.594911538783238,-2.030615900648962
3.4837960063699045,-4.015485388576106,6.764185703785259,-2.4579373211094286,-9.544810683809787,2.906589245719448,7.780878253814015,7.1880083264991805
7.07767961605038,-1.8456497312134206,-4.582796905249778,-1.2774732874842758,-1.6368418117125367,-3.2903823355748605,-3.29478113903937,4.034154840655987
2.9958820187684703,-2.3896507126016853,7.9663901847931395,-2.2993691339787823,-9.595621821571418,2.3069621435199457,7.410866859335523,7.494502448932402
-4.185713811085396,5.690479434948401,1.1020647530142706,-7.7315931455636635,-4.229118265076507,-3.8480301897715674,-8.363758681781203,-2.8370680858045825
8.072935438160396,-2.82321897817678,-5.162725224027606,-1.7254501483472795,-0.6813066070702499,-3.8129252307294568,-2.651176535038304,3.107816824647857
7.703334971235485,-1.277946129466912,-6.657840800131406,-2.2267894433624846,-0.3989590318609119,-3.713280751016509,-1.2649982311673393,3.9605159666646252
2.973526169509706,-3.7903929885743577,5.674163269589776,-2.082346226210744,-7.736705452377902,2.1341555804425765,6.437658876947244,6.795013802841825
7.63779475061629,-1.5551150560612934,-4.897040127636796,-1.418541063684289,-1.2165435233496038,-3.7772391000795245,-2.6146348911347586,2.8333744853682945
-3.2452324091487474,6.930402460665208,1.262319493708585,-8.310865919411418,-4.1854242040298635,-1.2178736657071778,-8.457260550050647,-2.1908303174145387
-3.2378423129115106,6.515403143955645,1.6975329871620493,-8.159317134479327,-5.084762840639494,-2.400071752527022,-8.300211955538249,-1.2602819981863917
-3.0766805926475587,7.642826265232383,0.6982376522770547,-8.941800873386676,-5.310434867734367,-3.2141242373595875,-7.241824158191813,-1.7808154999589298
8.655414683307297,-1.5987951843024444,-5.9857924957599895,-1.0415827274765133,0.06434582952273585,-3.0338345808451,-2.5419753837314722,4.5652051234688455
7.869263171001505,-2.266844175700246,-5.210697564656169,-1.3618847383188686,0.44044100165567807,-4.883218213582482,-2.3349035895022636,3.0342111548163255
7.238308010862126,-1.59805914976158,-6.207495315320688,-2.248436417777879,-0.9686840602585027,-2.0653814678834883,-1.5474190035319597,3.261137610316453
8.834027011030162,-0.7348998239315383,-5.333499023249884,-2.927047283633206,-1.3344819762443685,-2.3575144947751943,-1.7772005139100404,4.098779873324479
8.09864558008736,-1.44016512141791,-4.848451076365917,-0.9935895911512791,-0.7793438742265817,-3.751930576145864,-2.1332276546340245,4.121780671868966
2.9563843774368825,-4.163557238550188,7.648085062274302,-2.6129556982679496,-8.925048430365893,3.467403358446502,8.2690702353875,8.125949642908534
7.974408956942619,-0.958852959879928,-5.249747150576149,-2.426145182236476,0.827107019822739,-2.60388227728961,-3.2021856285011485,4.23562447171826
-3.9525319209606327,6.051494441611114,0.483673026758382,-8.196146993698147,-5.052272566933604,-2.7469494549936644,-8.442149993476589,-1.6284288663251574
7.688428449735905,-1.5400835562623234,-5.625721145862453,-0.7137842084681879,-1.0836263166461761,-4.193700336601167,-2.6434303155996566,2.7241575042432014
4.190618762160821,-1.7659280298458495,6.983636753309204,-2.3604822687920834,-8.241963947043843,2.578383594776999,8.1732485739399,7.307368619706708
-3.5932057607303576,6.158645940004421,1.1256283326950247,-8.24112384968593,-6.835654157027607,-2.5607125691194565,-8.370470640538038,-1.5244526214699903
3.7096951469836963,-2.2396359814390947,7.37055926746542,-3.4897079263871458,-8.023091252670797,3.0423348561157835,6.987965159472772,6.383353598618871
-3.8012186415541427,7.022606346631142,1.3780041047380693,-7.671982505615064,-6.530917487751863,-2.6105078238214405,-8.471353567442854,-1.9885766617122376
-3.7442381071951467,8.070388738771411,1.6839040469241415,-7.682544894273428,-4.5387707171872425,-2.6305239571201766,-7.518031986434583,-1.6832229831547127
2.798969892382302,-3.8049877729161596,7.737893453550069,-3.38878195402326,-9.490891119483129,2.377214560743918,7.1943337653904464,5.816502993897952
2.8089647295725086,-2.594120156159222,6.608301803502095,-2.672821111120176,-9.242685438853302,2.0874684460787845,5.815114882078003,6.650171937883966
3.2390125112325396,-4.07279885132398,6.565129439866023,-2.703195915538717,-9.132115542216589,1.722860509123521,6.755643840187983,6.875546384748016
2.5311135922735346,-2.7876299116990984,6.439439571427349,-3.146222121549844,-9.575681216612704,1.8739552371944737,6.634536586207534,7.6317655627578365
-3.093390063502031,7.2034386575249325,0.6074141799111967,-7.507457275814776,-5.614710412004722,-3.316900484305231,-8.467259391198088,-3.2380585612544124
3.3715448847111222,-4.10600479160585,7.051755860219705,-1.175438096308517,-8.6384963715077,1.95226911729822,7.638446450824264,7.089246380255779
3.0994889967276507,-4.302958656490261,7.3079728238079955,-3.078628966094298,-8.391893223089125,2.366970413632104,6.7152340433749105,7.491926251748249
-2.9773966814797665,6.785796145260785,2.6576061291983084,-9.174316667124968,-5.570117356705814,-2.594135850373164,-7.639123104040839,-2.006907714922071
-2.8410894346838607,7.544025728257331,1.8219722519313835,-8.436950438299755,-4.647985139807538,-2.5665548811460623,-8.524233421792704,-1.8673032373398355
7.990475440746162,-0.4359859219177642,-5.542151568897385,-0.47820392271065093,-0.41511345427326446,-2.8507729900552383,-1.877520215663123,3.367760110956375
7.611199510611191,-1.5560231008937482,-5.273274877337833,-0.3608437940077202,-0.9645546714794965,-4.020247418093747,-2.7440419256235726,3.7021639296995206
6.294475721643421,-1.3704911320654838,-6.312376964984084,-2.5429981723304342,-1.5353266198847937,-3.9910812487610503,-1.8137304755904926,4.333691374611711
3.5307916353244613,-1.427507735999021,7.714865417976482,-2.696454016531407,-9.765315849640075,3.620203372641096,7.339346394469847,7.535736475984198
7.218743699130895,-0.9035831737240779,-7.039558341679741,-1.7478110672023277,0.1296988397073122,-3.0027887940130924,-2.553875092065041,3.729762661766337
2.5441728176701655,-2.8275316421077865,7.147928380302414,-2.575030111363111,-10.448971130977547,2.372690398065041,7.768271230680917,6.662986566445602
8.61195523201401,-1.7099493192396449,-5.5961018909872875,-2.255111620928919,0.06052454036870353,-2.7799494805563945,-3.0548082676040393,3.973368989846795
-2.4635209055987835,6.864563140715347,1.9641358606061254,-8.776188830845328,-6.193488108723356,-4.014777831798764,-8.53481208732206,-1.6498275770302322
6.2019537597071315,-1.3367560799013605,-3.842224167965622,-0.7059907299992191,-0.7498793848408057,-3.4904467622200746,-2.8886499730804887,3.4105626265217817
-2.8209786572349103,6.791918191438064,1.4813167855635583,-8.60378570545052,-5.326389648772419,-1.584566588249531,-7.730437670994754,-2.8828778535467214
-3.8348594164072183,5.977675808621996,1.006992367306323,-8.866194514457263,-4.990692477336245,-1.9995373173576902,-8.401455671112387,-2.6737471554773595
-3.7320221570455865,5.968733458148684,0.9378981883732147,-8.701029903990165,-6.56530313639831,-2.621226820224493,-5.925479042100467,-2.6828821518777897
8.134206839099962,-1.1406829116743973,-5.958923047685359,-1.5715511239866646,-0.8901248571065985,-3.435488701796807,-3.0847726225340186,2.7621932667539935
-2.7992855311070937,7.307352294620803,1.5849610428391665,-9.706936435238907,-4.683742808328627,-1.540664369142214,-7.531314527478564,-2.189995353837747
3.2781350011848454,-3.4074674371269493,7.798372624305136,-2.0758879306387077,-9.878043011589373,1.9852784973923794,8.658003604315457,7.038783916129539
2.249762564270203,-2.9274553432139268,7.381195364698175,-1.4850526617784605,-7.064012771598213,2.955387957433039,7.038272762957844,6.694362805881852
-3.155878426998905,6.866399258586981,1.180643064611942,-8.679493492756125,-4.2686913250399705,-2.6023998738649134,-7.2896880960402655,-1.868955561623323
8.212097187550844,-2.3418282613440558,-7.0326543711832015,0.31558062856854635,-0.6369665465037153,-4.63269298105603,-2.508012375133591,3.101696783950466
-3.8481249658903662,6.683739420965822,1.4847901561998793,-8.963247893452266,-6.0200009852071465,-1.3738450253519023,-7.527995613984234,-2.4868333854939126
7.075723239902343,-2.1004423672785033,-4.798647289285747,-0.8619481052375381,-1.101372086363548,-3.693783746246183,-1.0320354637712679,2.8375369788186307
7.379022475975744,-0.988359389100982,-6.656942106289051,-2.1113014409696396,-0.8477602776758645,-4.9766677721839505,-1.7219954209645278,2.8838171974663824
2.6256618327790435,-2.9319865125272875,7.6086387111675755,-2.8361308323270085,-9.053874009064483,2.880901804287439,6.807207688167382,8.036370465129782
7.1019402114879115,-0.3502274618620529,-4.9055870004599615,-1.3051322589722378,-0.449449296195951,-2.8460827860007094,-2.6907718157552303,4.739573339120616
9.277096379159083,-1.5079797526247618,-5.323502812801945,-1.5073073711115024,-0.24594755292371168,-3.2257402582968764,-2.2778962439321235,3.9111372832086717
-2.6528796154329957,5.489320387200503,1.0413392036877895,-8.500618450116116,-4.838173866811122,-2.2651652290869193,-8.366255308841389,-1.6745499241647572
2.43078207394186,-3.3345948285634344,7.284747958837456,-3.0980971743525694,-7.553733551291191,2.8697820560076592,7.0743373408499215,7.453515135948708
3.25786187655652,-2.741752941403425,8.172859845061637,-2.9570272815862437,-8.084534123030195,2.409014730921598,7.679914661783518,6.701674831287885
3.352214501023808,-1.82433935613561,6.144692004497875,-3.5823982045009477,-8.984359296631473,3.5769126426276014,7.8356276774591205,6.901638333304773
4.392499529143896,-3.9184277527015308,6.074168027046779,-2.69086491916414,-8.482430540460967,1.6146448385718026,6.564943162037238,6.9385547988209515
-3.239570602850594,7.046286203834094,1.794275496491101,-9.968218233656486,-6.313267009391209,-3.4868873373601157,-8.504728869012744,-2.7966263432383704
